url,site_category,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,is_clickable,has_hover,text_length,child_elements,parent_tag
https://web.dev/learn,content,h3,"{'id': 'learn-web-development', 'data-text': 'Learn web development', 'class': 'hide-from-toc no-link'}",Learn web development,True,"{'x': 23.99147605895996, 'y': 157.34375, 'width': 595.8238315582275, 'height': 144.00567626953125}",h3#learn-web-development,,,hide-from-toc no-link,learn-web-development,True,False,21,0,div
https://web.dev/learn,content,h3,"{'id': 'learn-html', 'data-text': 'Learn HTML', 'class': 'hide-from-toc no-link'}",Learn HTML,True,"{'x': 57.79829406738281, 'y': 955.95166015625, 'width': 321.60508728027344, 'height': 40}",h3#learn-html,,,hide-from-toc no-link,learn-html,True,False,10,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-css', 'data-text': 'Learn CSS', 'class': 'hide-from-toc no-link'}",Learn CSS,True,"{'x': 471.0085144042969, 'y': 955.9942626953125, 'width': 321.6050720214844, 'height': 40}",h3#learn-css,,,hide-from-toc no-link,learn-css,True,False,9,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-javascript', 'data-text': 'Learn JavaScript', 'class': 'hide-from-toc no-link'}",Learn JavaScript,True,"{'x': 884.2186889648438, 'y': 956.0084838867188, 'width': 321.61932373046875, 'height': 40}",h3#learn-javascript,,,hide-from-toc no-link,learn-javascript,True,False,16,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-performance', 'data-text': 'Learn Performance', 'class': 'hide-from-toc no-link'}",Learn Performance,True,"{'x': 57.79829406738281, 'y': 1585.6107177734375, 'width': 321.60508728027344, 'height': 40}",h3#learn-performance,,,hide-from-toc no-link,learn-performance,True,False,17,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-privacy', 'data-text': 'Learn Privacy', 'class': 'hide-from-toc no-link'}",Learn Privacy,True,"{'x': 471.0085144042969, 'y': 1585.6107177734375, 'width': 321.6050720214844, 'height': 40}",h3#learn-privacy,,,hide-from-toc no-link,learn-privacy,True,False,13,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-accessibility', 'data-text': 'Learn Accessibility', 'class': 'hide-from-toc no-link'}",Learn Accessibility,True,"{'x': 884.2186889648438, 'y': 1585.568115234375, 'width': 321.61932373046875, 'height': 40}",h3#learn-accessibility,,,hide-from-toc no-link,learn-accessibility,True,False,19,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-images', 'data-text': 'Learn Images', 'class': 'hide-from-toc no-link'}",Learn Images,True,"{'x': 57.79829406738281, 'y': 2215.212890625, 'width': 321.60508728027344, 'height': 40}",h3#learn-images,,,hide-from-toc no-link,learn-images,True,False,12,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-design', 'data-text': 'Learn Design', 'class': 'hide-from-toc no-link'}",Learn Design,True,"{'x': 471.0085144042969, 'y': 2215.17041015625, 'width': 321.6050720214844, 'height': 40}",h3#learn-design,,,hide-from-toc no-link,learn-design,True,False,12,1,div
https://web.dev/learn,content,h3,"{'id': 'learn-forms', 'data-text': 'Learn Forms', 'class': 'hide-from-toc no-link'}",Learn Forms,True,"{'x': 884.2186889648438, 'y': 2215.227294921875, 'width': 321.61932373046875, 'height': 40}",h3#learn-forms,,,hide-from-toc no-link,learn-forms,True,False,11,1,div
